lot_id,line,object,date,started_at,equipment_id,inspected_count,defect_count,operator_shift,LINE_NUM,CELL_ID,START_TIME,END_TIME,PRE_PROCESS_A,PRE_PROCESS_B,AI_JUDGE,AI_ERROR_CODE,AD_SCORE,INSPECTOR_JUDGE,INSPECTOR_ERROR_CODE
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:24:42,EQ-01-A,1,0,day,01,L01AAH100052,2026-08-04 08:24:42,2026-08-04 08:26:41,1,0.552,OK,0000,0.84,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:25:11,EQ-01-A,1,0,day,01,L01AAH100053,2026-08-04 08:25:11,2026-08-04 08:27:08,1,0.505,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:25:47,EQ-01-A,1,0,day,01,L01AAH100054,2026-08-04 08:25:47,2026-08-04 08:27:46,2,0.465,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:26:14,EQ-01-A,1,0,day,01,L01AAH100055,2026-08-04 08:26:14,2026-08-04 08:28:10,2,0.634,OK,0000,0.88,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:26:50,EQ-01-A,1,0,day,01,L01AAH100056,2026-08-04 08:26:50,2026-08-04 08:28:55,1,0.223,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:27:30,EQ-01-A,1,0,day,01,L01AAH100057,2026-08-04 08:27:30,2026-08-04 08:29:29,2,0.276,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:27:56,EQ-01-A,1,0,day,01,L01AAH100058,2026-08-04 08:27:56,2026-08-04 08:29:52,1,0.487,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:28:17,EQ-01-A,1,0,day,01,L01AAH100059,2026-08-04 08:28:17,2026-08-04 08:30:15,1,0.362,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:28:44,EQ-01-A,1,0,day,01,L01AAH100060,2026-08-04 08:28:44,2026-08-04 08:30:49,1,0.531,OK,0000,0.84,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:29:05,EQ-01-A,1,0,day,01,L01AAH100061,2026-08-04 08:29:05,2026-08-04 08:31:05,1,0.392,OK,0000,0.85,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:29:38,EQ-01-A,1,0,day,01,L01AAH100062,2026-08-04 08:29:38,2026-08-04 08:31:33,2,0.418,OK,0000,0.83,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:29:59,EQ-01-A,1,0,day,01,L01AAH100063,2026-08-04 08:29:59,2026-08-04 08:31:58,1,0.751,OK,0000,0.89,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:30:38,EQ-01-A,1,0,day,01,L01AAH100064,2026-08-04 08:30:38,2026-08-04 08:32:38,1,0.305,RE,ESA2,1.33,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:31:08,EQ-01-A,1,0,day,01,L01AAH100065,2026-08-04 08:31:08,2026-08-04 08:33:08,2,0.622,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:31:39,EQ-01-A,1,0,day,01,L01AAH100066,2026-08-04 08:31:39,2026-08-04 08:33:42,1,0.623,OK,0000,0.9,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:32:18,EQ-01-A,1,0,day,01,L01AAH100067,2026-08-04 08:32:18,2026-08-04 08:34:19,2,0.332,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:32:40,EQ-01-A,1,0,day,01,L01AAH100068,2026-08-04 08:32:40,2026-08-04 08:34:36,2,0.653,OK,0000,0.85,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:33:01,EQ-01-A,1,0,day,01,L01AAH100069,2026-08-04 08:33:01,2026-08-04 08:34:59,2,0.583,OK,0000,0.85,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:33:27,EQ-01-A,1,0,day,01,L01AAH100070,2026-08-04 08:33:27,2026-08-04 08:35:30,1,0.559,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:34:06,EQ-01-A,1,1,day,01,L01AAH100071,2026-08-04 08:34:06,2026-08-04 08:36:04,2,0.657,RE,ESA5,1.37,NG,ESA5
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:34:43,EQ-01-A,1,0,day,01,L01AAH100072,2026-08-04 08:34:43,2026-08-04 08:36:42,2,0.466,OK,0000,0.84,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:35:20,EQ-01-A,1,0,day,01,L01AAH100073,2026-08-04 08:35:20,2026-08-04 08:37:16,1,0.27,OK,0000,0.86,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:35:53,EQ-01-A,1,0,day,01,L01AAH100074,2026-08-04 08:35:53,2026-08-04 08:37:56,1,0.586,OK,0000,0.84,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:36:13,EQ-01-A,1,1,day,01,L01AAH100075,2026-08-04 08:36:13,2026-08-04 08:38:12,2,0.669,NG,ESA0,1.77,NG,ESA0
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:36:34,EQ-01-A,1,0,day,01,L01AAH100076,2026-08-04 08:36:34,2026-08-04 08:38:35,2,0.585,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:37:09,EQ-01-A,1,0,day,01,L01AAH100077,2026-08-04 08:37:09,2026-08-04 08:39:06,2,0.496,OK,0000,0.83,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:37:43,EQ-01-A,1,0,day,01,L01AAH100078,2026-08-04 08:37:43,2026-08-04 08:39:44,1,0.534,OK,0000,0.83,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:38:22,EQ-01-A,1,0,day,01,L01AAH100079,2026-08-04 08:38:22,2026-08-04 08:40:20,2,0.48,OK,0000,0.87,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:39:00,EQ-01-A,1,0,day,01,L01AAH100080,2026-08-04 08:39:00,2026-08-04 08:41:02,2,0.434,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:39:36,EQ-01-A,1,0,day,01,L01AAH100081,2026-08-04 08:39:36,2026-08-04 08:41:34,2,0.762,OK,0000,0.9,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:40:05,EQ-01-A,1,1,day,01,L01AAH100082,2026-08-04 08:40:05,2026-08-04 08:42:00,1,0.306,RE,ESA5,1.32,NG,ESA5
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:40:42,EQ-01-A,1,1,day,01,L01AAH100083,2026-08-04 08:40:42,2026-08-04 08:42:39,2,0.425,NG,ESA3,1.83,NG,ESA5
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:41:10,EQ-01-A,1,0,day,01,L01AAH100084,2026-08-04 08:41:10,2026-08-04 08:43:13,1,0.544,OK,0000,0.83,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:41:33,EQ-01-A,1,0,day,01,L01AAH100085,2026-08-04 08:41:33,2026-08-04 08:43:33,1,0.382,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:42:03,EQ-01-A,1,0,day,01,L01AAH100086,2026-08-04 08:42:03,2026-08-04 08:44:00,2,0.363,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:42:36,EQ-01-A,1,0,day,01,L01AAH100087,2026-08-04 08:42:36,2026-08-04 08:44:41,2,0.49,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:42:56,EQ-01-A,1,0,day,01,L01AAH100088,2026-08-04 08:42:56,2026-08-04 08:44:53,2,0.602,OK,0000,0.9,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:43:24,EQ-01-A,1,0,day,01,L01AAH100089,2026-08-04 08:43:24,2026-08-04 08:45:28,2,0.413,OK,0000,0.85,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:43:47,EQ-01-A,1,0,day,01,L01AAH100090,2026-08-04 08:43:47,2026-08-04 08:45:46,2,0.575,OK,0000,0.86,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:44:27,EQ-01-A,1,0,day,01,L01AAH100091,2026-08-04 08:44:27,2026-08-04 08:46:25,1,0.511,OK,0000,0.87,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:44:57,EQ-01-A,1,0,day,01,L01AAH100092,2026-08-04 08:44:57,2026-08-04 08:46:58,1,0.572,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:45:21,EQ-01-A,1,0,day,01,L01AAH100093,2026-08-04 08:45:21,2026-08-04 08:47:18,1,0.63,OK,0000,0.88,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:45:56,EQ-01-A,1,0,day,01,L01AAH100094,2026-08-04 08:45:56,2026-08-04 08:47:53,2,0.386,OK,0000,0.84,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:46:22,EQ-01-A,1,0,day,01,L01AAH100095,2026-08-04 08:46:22,2026-08-04 08:48:21,1,0.602,OK,0000,0.83,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:46:42,EQ-01-A,1,0,day,01,L01AAH100096,2026-08-04 08:46:42,2026-08-04 08:48:47,1,0.661,OK,0000,0.93,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:47:21,EQ-01-A,1,0,day,01,L01AAH100097,2026-08-04 08:47:21,2026-08-04 08:49:23,2,0.382,OK,0000,0.8,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:48:01,EQ-01-A,1,0,day,01,L01AAH100098,2026-08-04 08:48:01,2026-08-04 08:49:56,1,0.546,OK,0000,0.87,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:48:40,EQ-01-A,1,0,day,01,L01AAH100099,2026-08-04 08:48:40,2026-08-04 08:50:35,2,0.465,OK,0000,0.9,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:49:20,EQ-01-A,1,0,day,01,L01AAH100100,2026-08-04 08:49:20,2026-08-04 08:51:19,2,0.299,OK,0000,0.87,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:49:44,EQ-01-A,1,0,day,01,L01AAH100101,2026-08-04 08:49:44,2026-08-04 08:51:39,2,0.409,OK,0000,0.91,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:50:07,EQ-01-A,1,0,day,01,L01AAH100102,2026-08-04 08:50:07,2026-08-04 08:52:03,1,0.799,OK,0000,0.81,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:50:33,EQ-01-A,1,0,day,01,L01AAH100103,2026-08-04 08:50:33,2026-08-04 08:52:30,1,0.418,OK,0000,0.87,OK,0000
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:51:02,EQ-01-A,1,1,day,01,L01AAH100104,2026-08-04 08:51:02,2026-08-04 08:53:01,2,0.442,RE,ESA5,1.25,NG,ESA5
LOT-20260804-AAH,line_01,pcb1,2026-08-04,2026-08-04 08:51:42,EQ-01-A,1,0,day,01,L01AAH100105,2026-08-04 08:51:42,2026-08-04 08:53:38,2,0.504,RE,ESA3,1.06,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:00:00,EQ-02-A,1,0,day,02,L02AAE100116,2026-08-04 08:00:00,2026-08-04 08:02:01,1,0.426,OK,0000,0.9,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:00:32,EQ-02-A,1,0,day,02,L02AAE100117,2026-08-04 08:00:32,2026-08-04 08:02:37,2,0.312,OK,0000,0.87,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:01:04,EQ-02-A,1,0,day,02,L02AAE100118,2026-08-04 08:01:04,2026-08-04 08:03:06,2,0.458,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:01:29,EQ-02-A,1,0,day,02,L02AAE100119,2026-08-04 08:01:29,2026-08-04 08:03:28,1,0.619,OK,0000,0.85,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:02:00,EQ-02-A,1,0,day,02,L02AAE100120,2026-08-04 08:02:00,2026-08-04 08:03:56,2,0.586,OK,0000,0.88,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:02:21,EQ-02-A,1,0,day,02,L02AAE100121,2026-08-04 08:02:21,2026-08-04 08:04:25,2,0.45,OK,0000,0.82,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:02:46,EQ-02-A,1,0,day,02,L02AAE100122,2026-08-04 08:02:46,2026-08-04 08:04:45,2,0.337,OK,0000,0.81,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:03:25,EQ-02-A,1,0,day,02,L02AAE100123,2026-08-04 08:03:25,2026-08-04 08:05:27,2,0.942,OK,0000,0.89,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:03:56,EQ-02-A,1,0,day,02,L02AAE100124,2026-08-04 08:03:56,2026-08-04 08:05:52,2,0.297,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:04:16,EQ-02-A,1,0,day,02,L02AAE100125,2026-08-04 08:04:16,2026-08-04 08:06:13,1,0.572,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:04:46,EQ-02-A,1,0,day,02,L02AAE100126,2026-08-04 08:04:46,2026-08-04 08:06:48,1,0.582,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:05:08,EQ-02-A,1,0,day,02,L02AAE100127,2026-08-04 08:05:08,2026-08-04 08:07:05,1,0.481,OK,0000,0.85,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:05:30,EQ-02-A,1,0,day,02,L02AAE100128,2026-08-04 08:05:30,2026-08-04 08:07:30,1,0.513,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:06:00,EQ-02-A,1,0,day,02,L02AAE100129,2026-08-04 08:06:00,2026-08-04 08:08:04,1,0.466,OK,0000,0.81,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:06:40,EQ-02-A,1,0,day,02,L02AAE100130,2026-08-04 08:06:40,2026-08-04 08:08:38,1,0.526,OK,0000,0.96,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:07:12,EQ-02-A,1,0,day,02,L02AAE100131,2026-08-04 08:07:12,2026-08-04 08:09:15,2,0.555,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:07:49,EQ-02-A,1,0,day,02,L02AAE100132,2026-08-04 08:07:49,2026-08-04 08:09:50,2,0.638,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:08:25,EQ-02-A,1,0,day,02,L02AAE100133,2026-08-04 08:08:25,2026-08-04 08:10:21,1,0.563,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:08:52,EQ-02-A,1,0,day,02,L02AAE100134,2026-08-04 08:08:52,2026-08-04 08:10:52,1,0.808,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:09:29,EQ-02-A,1,0,day,02,L02AAE100135,2026-08-04 08:09:29,2026-08-04 08:11:29,2,0.571,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:10:00,EQ-02-A,1,0,day,02,L02AAE100136,2026-08-04 08:10:00,2026-08-04 08:11:59,1,0.583,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:10:34,EQ-02-A,1,0,day,02,L02AAE100137,2026-08-04 08:10:34,2026-08-04 08:12:35,1,0.437,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:11:01,EQ-02-A,1,1,day,02,L02AAE100138,2026-08-04 08:11:01,2026-08-04 08:12:57,1,0.646,NG,ESA6,1.89,NG,ESA6
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:11:25,EQ-02-A,1,0,day,02,L02AAE100139,2026-08-04 08:11:25,2026-08-04 08:13:21,1,0.313,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:12:03,EQ-02-A,1,1,day,02,L02AAE100140,2026-08-04 08:12:03,2026-08-04 08:13:58,1,0.394,RE,ESA5,1.12,NG,ESA5
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:12:27,EQ-02-A,1,0,day,02,L02AAE100141,2026-08-04 08:12:27,2026-08-04 08:14:28,2,0.467,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:12:51,EQ-02-A,1,0,day,02,L02AAE100142,2026-08-04 08:12:51,2026-08-04 08:14:54,1,0.864,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:13:20,EQ-02-A,1,0,day,02,L02AAE100143,2026-08-04 08:13:20,2026-08-04 08:15:25,1,0.293,OK,0000,0.82,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:13:40,EQ-02-A,1,0,day,02,L02AAE100144,2026-08-04 08:13:40,2026-08-04 08:15:35,2,0.653,RE,ESA7,1.46,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:14:19,EQ-02-A,1,0,day,02,L02AAE100145,2026-08-04 08:14:19,2026-08-04 08:16:22,2,0.262,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:14:47,EQ-02-A,1,0,day,02,L02AAE100146,2026-08-04 08:14:47,2026-08-04 08:16:48,1,0.781,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:15:12,EQ-02-A,1,1,day,02,L02AAE100147,2026-08-04 08:15:12,2026-08-04 08:17:09,1,0.37,RE,ESA0,1.3,NG,ESA0
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:15:38,EQ-02-A,1,0,day,02,L02AAE100148,2026-08-04 08:15:38,2026-08-04 08:17:41,2,0.105,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:16:17,EQ-02-A,1,0,day,02,L02AAE100149,2026-08-04 08:16:17,2026-08-04 08:18:17,2,0.549,OK,0000,0.88,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:16:57,EQ-02-A,1,0,day,02,L02AAE100150,2026-08-04 08:16:57,2026-08-04 08:18:57,1,0.348,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:17:37,EQ-02-A,1,0,day,02,L02AAE100151,2026-08-04 08:17:37,2026-08-04 08:19:37,2,0.361,OK,0000,0.85,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:18:16,EQ-02-A,1,0,day,02,L02AAE100152,2026-08-04 08:18:16,2026-08-04 08:20:13,1,0.366,NG,ESA3,1.76,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:18:53,EQ-02-A,1,1,day,02,L02AAE100153,2026-08-04 08:18:53,2026-08-04 08:20:56,2,0.351,RE,ESA0,1.32,NG,ESA6
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:19:19,EQ-02-A,1,0,day,02,L02AAE100154,2026-08-04 08:19:19,2026-08-04 08:21:23,1,0.629,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:19:54,EQ-02-A,1,0,day,02,L02AAE100155,2026-08-04 08:19:54,2026-08-04 08:21:49,2,0.506,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:20:25,EQ-02-A,1,0,day,02,L02AAE100156,2026-08-04 08:20:25,2026-08-04 08:22:25,2,0.455,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:20:57,EQ-02-A,1,0,day,02,L02AAE100157,2026-08-04 08:20:57,2026-08-04 08:22:53,1,0.893,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:21:27,EQ-02-A,1,0,day,02,L02AAE100158,2026-08-04 08:21:27,2026-08-04 08:23:24,2,0.72,OK,0000,0.88,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:21:47,EQ-02-A,1,0,day,02,L02AAE100159,2026-08-04 08:21:47,2026-08-04 08:23:42,1,0.542,OK,0000,0.91,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:22:16,EQ-02-A,1,0,day,02,L02AAE100160,2026-08-04 08:22:16,2026-08-04 08:24:21,2,0.556,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:22:38,EQ-02-A,1,0,day,02,L02AAE100161,2026-08-04 08:22:38,2026-08-04 08:24:43,1,0.492,OK,0000,0.89,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:23:18,EQ-02-A,1,0,day,02,L02AAE100162,2026-08-04 08:23:18,2026-08-04 08:25:21,2,0.664,OK,0000,0.81,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:23:54,EQ-02-A,1,0,day,02,L02AAE100163,2026-08-04 08:23:54,2026-08-04 08:25:54,2,0.302,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:24:28,EQ-02-A,1,0,day,02,L02AAE100164,2026-08-04 08:24:28,2026-08-04 08:26:29,2,0.38,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:24:49,EQ-02-A,1,0,day,02,L02AAE100165,2026-08-04 08:24:49,2026-08-04 08:26:47,2,0.686,OK,0000,0.82,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:25:28,EQ-02-A,1,0,day,02,L02AAE100166,2026-08-04 08:25:28,2026-08-04 08:27:30,2,0.494,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:25:51,EQ-02-A,1,0,day,02,L02AAE100167,2026-08-04 08:25:51,2026-08-04 08:27:54,1,0.627,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:26:13,EQ-02-A,1,0,day,02,L02AAE100168,2026-08-04 08:26:13,2026-08-04 08:28:12,1,0.409,OK,0000,0.85,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:26:38,EQ-02-A,1,0,day,02,L02AAE100169,2026-08-04 08:26:38,2026-08-04 08:28:34,2,0.68,OK,0000,0.82,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:27:03,EQ-02-A,1,0,day,02,L02AAE100170,2026-08-04 08:27:03,2026-08-04 08:29:02,2,0.219,OK,0000,0.86,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:27:37,EQ-02-A,1,0,day,02,L02AAE100171,2026-08-04 08:27:37,2026-08-04 08:29:41,1,0.405,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:28:12,EQ-02-A,1,0,day,02,L02AAE100172,2026-08-04 08:28:12,2026-08-04 08:30:16,1,0.406,OK,0000,0.83,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:28:36,EQ-02-A,1,0,day,02,L02AAE100173,2026-08-04 08:28:36,2026-08-04 08:30:36,1,0.409,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:29:07,EQ-02-A,1,0,day,02,L02AAE100174,2026-08-04 08:29:07,2026-08-04 08:31:12,2,0.635,OK,0000,0.89,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:29:28,EQ-02-A,1,0,day,02,L02AAE100175,2026-08-04 08:29:28,2026-08-04 08:31:26,1,0.598,OK,0000,0.8,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:30:05,EQ-02-A,1,1,day,02,L02AAE100176,2026-08-04 08:30:05,2026-08-04 08:32:02,1,0.47,RE,ESA5,1.25,NG,ESA5
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:30:43,EQ-02-A,1,0,day,02,L02AAE100177,2026-08-04 08:30:43,2026-08-04 08:32:39,1,0.59,OK,0000,0.87,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:31:14,EQ-02-A,1,0,day,02,L02AAE100178,2026-08-04 08:31:14,2026-08-04 08:33:16,1,0.39,OK,0000,0.84,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:31:37,EQ-02-A,1,0,day,02,L02AAE100179,2026-08-04 08:31:37,2026-08-04 08:33:38,1,0.569,OK,0000,0.9,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:32:10,EQ-02-A,1,0,day,02,L02AAE100180,2026-08-04 08:32:10,2026-08-04 08:34:14,1,0.606,OK,0000,0.87,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:32:45,EQ-02-A,1,0,day,02,L02AAE100181,2026-08-04 08:32:45,2026-08-04 08:34:47,2,0.513,OK,0000,0.9,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:33:06,EQ-02-A,1,0,day,02,L02AAE100182,2026-08-04 08:33:06,2026-08-04 08:35:04,2,0.561,OK,0000,0.81,OK,0000
LOT-20260804-AAE,line_02,pcb2,2026-08-04,2026-08-04 08:33:36,EQ-02-A,1,0,day,02,L02AAE100183,2026-08-04 08:33:36,2026-08-04 08:35:31,2,0.711,OK,0000,0.87,OK,0000
